Unnamed: 0,Phrase,Class,Class_index
35829,Where do I put a coca-cola plastic cap ?,PLASTIC CAP,31.0
23601,In which bin should I throw a transport ticket ?,TRANSPORT TICKET,46.0
11276,"I have [a/an] canned fish , where do I throw it  ?",ALUMINIUM CAN,0.0
44279,Where to throw my plastic cups ?,PLASTIC DISH,34.0
33006,Where can I throw a plastic bottle ?,PLASTIC BOTTLE,29.0
45670,I would like to throw this plastic cups,PLASTIC DISH,34.0
8232,"Hey, in which trash does a plastic basket goes ? Thank you",PLASTIC TRAY,42.0
1747,Could I throw this zinc-carbon battery in this trash ?,CYLINDRICAL BATTERY,9.0
4147,"Excuse me, can you help me ? I don't know where to throw this wooden spoon",WOODEN CUTLERY,47.0
28120,Should I recycle this spice packets ?,CONDIMENT PACKETS,6.0
41162,Where does my rest of [food] go ?,PAPER MAGASINE,20.0
2703,Could I throw a tea filter bag in this trash ?,TEA BAG,44.0
35383,Where do I put this samsung phone ?,SMARTPHONE,16.0
16471,"I have this throwaway glove, where should I throw it ?",PLASTIC GLOVES,35.0
20638,In what trash does this vinyl glove go ?,PLASTIC GLOVES,35.0
9272,"Hi trash, where should I discard my apple phone charger ?",PHONE CHARGER,26.0
5437,"Excuse me, can you help me ? I have to throw this plastic crate",PLASTIC TRAY,42.0
6115,"Hey, I'm going to throw this bubble pack",MEDS BLISTER,14.0
23366,In which bin should I throw my travel cup ?,PLASTIC CUP,32.0
40676,Where does my rest of [food] go ?,CONDIMENT PACKETS,6.0
41620,Where does my rest of [food] go ?,PLASTIC TRAY,42.0
14338,"I have this bitburger glass bottle to throw, where should I put it ?",GLASS BOTTLE,11.0
29934,what bin is best suited for a compostable bowl ?,PAPER BOWL,18.0
31519,Where can I put this fiber tray ?,PAPER TRAY,25.0
1666,Could I throw this dressing packets in this trash ?,CONDIMENT PACKETS,6.0
24986,Is my tea pillow recyclable ?,TEA BAG,44.0
3993,"Excuse me, can you help me ? I don't know where to throw a plastic snack packaging",PLASTIC SNACK PACKAGING,38.0
12772,I have this environmentally responsible packaging to throw,COMPOSTABLE PACKAGING,5.0
32397,Where can I throw a kn95 masks ?,FACE MASK,10.0
19654,In what trash does this cigarette go ?,CIGARETTE BUTT,3.0
39624,Where does a eggshells goes?,ORGANIC SCRAPS,17.0
13499,I have my t-shirt bag to throw,PLASTIC BAG,28.0
3888,"Excuse me, can you help me ? I don't know where to throw a plastic fork",PLASTIC CUTLERY,33.0
15543,"I have a plant-based packaging, where should I throw it ?",COMPOSTABLE PACKAGING,5.0
12129,"I have [a/an] coca-cola plastic bottle, where do I throw it  ?",PLASTIC BOTTLE,29.0
43731,Where to throw a apple phone ?,SMARTPHONE,16.0
221,Can I recycle my eco-friendly packaging ?,COMPOSTABLE PACKAGING,5.0
44700,I would like to throw a aluminium sheet,ALUMINIUM SHEET,1.0
21669,In which bin does a casaviva go ?,PAPER MAGASINE,20.0
36795,Where do I throw a sony phone,SMARTPHONE,16.0
44981,I would like to throw my brewfist glass bottle,GLASS BOTTLE,11.0
6586,"Hey, I'm going to throw this fanta plastic bottle",PLASTIC BOTTLE,29.0
11983,"I have [a/an] leaf of paper, where do I throw it  ?",PAPER SHEET,23.0
41468,Where does my rest of [food] go ?,PLASTIC CUTLERY,33.0
39322,Where does this lead-acid battery goes?,CYLINDRICAL BATTERY,9.0
20797,In what trash does this tea infuser bag go ?,TEA BAG,44.0
25973,Is there anyway I could get rid of my phone charger ?,PHONE CHARGER,26.0
13090,I have this coca-cola cap to throw,METAL CAP,15.0
39070,Where does this pabst blue ribbon can goes?,ALUMINIUM CAN,0.0
28395,Should I recycle a medication strip ?,MEDS BLISTER,14.0
17877,I wonder where I should throw a plastic wrap ?,PLASTIC PACKAGING,36.0
22213,In which bin does this car ticket go ?,TRANSPORT TICKET,46.0
41279,Where does my rest of [food] go ?,PAPER TRAY,25.0
24971,Is my tea satchet recyclable ?,TEA BAG,44.0
27613,Open for my majestic hygiene glove,PLASTIC GLOVES,35.0
28910,Should I recycle my disposable cup ?,PLASTIC CUP,32.0
12778,I have this organic packaging to throw,COMPOSTABLE PACKAGING,5.0
30675,Where can I put a ichnusa can ?,ALUMINIUM CAN,0.0
33100,Where can I throw this stadium cup ?,PLASTIC CUP,32.0
14112,"I have a lucky strike pack to throw, where should I put it ?",CIGARETTE PACK,4.0
33652,Where do I have to throw this environmentally responsible packaging ?,COMPOSTABLE PACKAGING,5.0
25094,Is there anyway I could get rid of my minute maid can ?,ALUMINIUM CAN,0.0
43783,Where to throw this pineapples ?,ORGANIC SCRAPS,17.0
25978,Is there anyway I could get rid of this samsung phone charger ?,PHONE CHARGER,26.0
39541,Where does this pepsi cap goes?,METAL CAP,15.0
30282,what bin is best suited for a evian plastic cap ?,PLASTIC CAP,31.0
39829,Where does this page goes?,PAPER SHEET,23.0
21898,In which bin does this fanta plastic bottle go ?,PLASTIC BOTTLE,29.0
2250,Could I throw a notepads in this trash ?,PAPER SHEET,23.0
35275,Where do I put this glass urn ?,GLASS JAR,12.0
29464,what bin is best suited for this plant-based packaging ?,COMPOSTABLE PACKAGING,5.0
3139,"Excuse me, can you help me ? I don't know where to throw this zinc-carbon battery",CYLINDRICAL BATTERY,9.0
9789,I have [a/an] peroni can,ALUMINIUM CAN,0.0
26295,Is there anyway I could get rid of a paper wraps ?,PAPER FOOD PACKAGING,39.0
34146,Where do I have to throw a recyclable cup ?,PAPER CUP,19.0
7907,"Hey, in which trash does my sony phone charger goes ? Thank you",PHONE CHARGER,26.0
35077,Where do I put this flavor packets ?,CONDIMENT PACKETS,6.0
1628,Could I throw my recyclable packaging in this trash ?,COMPOSTABLE PACKAGING,5.0
9939,I have [a/an] pall mall pack,CIGARETTE PACK,4.0
38142,Where does a metal cap belong?,METAL CAP,15.0
20086,In what trash does this motorola phone go ?,SMARTPHONE,16.0
3523,"Excuse me, can you help me ? I don't know where to throw this recyclable cup",PAPER CUP,19.0
611,Can I recycle my organic scraps ?,ORGANIC SCRAPS,17.0
34530,Where do I have to throw a plastic containers ?,PLASTIC DISH,34.0
13122,I have a huawei phone to throw,SMARTPHONE,16.0
8030,"Hey, in which trash does my disposable cup goes ? Thank you",PLASTIC CUP,32.0
8143,"Hey, in which trash does this plastic jars goes ? Thank you",PLASTIC PACKAGING,36.0
14107,"I have this winston pack to throw, where should I put it ?",CIGARETTE PACK,4.0
31435,Where can I put this pulp-based packaging ?,PAPER PACKAGING,21.0
37924,Where does this alkaline battery belong?,CYLINDRICAL BATTERY,9.0
1265,Can I recycle my plastic dish ?,PLASTIC TRAY,42.0
8137,"Hey, in which trash does this plastic containers goes ? Thank you",PLASTIC PACKAGING,36.0
11829,"I have [a/an] single-use bowl, where do I throw it  ?",PAPER BOWL,18.0
44671,I would like to throw this canned vegetables,ALUMINIUM CAN,0.0
40020,Where does a fanta plastic cap goes?,PLASTIC CAP,31.0
2316,Could I throw a huawei phone charger in this trash ?,PHONE CHARGER,26.0
29848,what bin is best suited for this apples ?,ORGANIC SCRAPS,17.0
40588,Where does my rest of [food] go ?,COMPOSTABLE PACKAGING,5.0
18059,I wonder where I should throw my wooden cutlery ?,WOODEN CUTLERY,47.0
19351,I want to throw this plastic pallet,PLASTIC TRAY,42.0
36820,Where do I throw this mangoes,ORGANIC SCRAPS,17.0
29044,Should I recycle this plastic-lined paper bags ?,MIXED PAPER-PLASTIC PACKAGING,37.0
31782,Where can I put a throwaway glove ?,PLASTIC GLOVES,35.0
36478,Where do I throw this condiment pouches,CONDIMENT PACKETS,6.0
3329,"Excuse me, can you help me ? I don't know where to throw my unit-dose blister",MEDS BLISTER,14.0
9593,"Hi trash, where should I discard my paper wraps ?",PAPER FOOD PACKAGING,39.0
45212,I would like to throw my bread and baked goods,ORGANIC SCRAPS,17.0
12332,"I have [a/an] paper cups with plastic lids, where do I throw it  ?",MIXED PAPER-PLASTIC PACKAGING,37.0
14698,"I have this donna moderna to throw, where should I put it ?",PAPER MAGASINE,20.0
22325,In which bin should I throw my ichnusa can ?,ALUMINIUM CAN,0.0
3794,"Excuse me, can you help me ? I don't know where to throw my gatorade plastic bottle",PLASTIC BOTTLE,29.0
13667,I have my plastic salad bowls to throw,PLASTIC DISH,34.0
31344,Where can I put a takeaway cup ?,PAPER CUP,19.0
22812,In which bin should I throw a dose blister ?,MEDS BLISTER,14.0
26697,Open for my majestic organic packaging,COMPOSTABLE PACKAGING,5.0
12490,"I have [a/an] wooden cutlery, where do I throw it  ?",WOODEN CUTLERY,47.0
16888,I wonder where I should throw this l&m pack ?,CIGARETTE PACK,4.0
43781,Where to throw my mangoes ?,ORGANIC SCRAPS,17.0
5025,"Excuse me, can you help me ? I have to throw a piece of paper",PAPER SHEET,23.0
16643,"I have my transport ticket, where should I throw it ?",TRANSPORT TICKET,46.0
37286,Where do I throw my travel cup,PLASTIC CUP,32.0
36732,Where do I throw a dose blister,MEDS BLISTER,14.0
22358,In which bin should I throw my stella artois can ?,ALUMINIUM CAN,0.0
2815,"Excuse me, can you help me ? I don't know where to throw this a&w root beer can",ALUMINIUM CAN,0.0
45150,I would like to throw a nokia phone,SMARTPHONE,16.0
40775,Where does my rest of [food] go ?,GLASS BOTTLE,11.0
5800,"Hey, I'm going to throw this plant-based packaging",COMPOSTABLE PACKAGING,5.0
33446,Where do I have to throw my minute maid can ?,ALUMINIUM CAN,0.0
27881,Should I recycle my beer can ?,ALUMINIUM CAN,0.0
42281,Where should I put my razer charger,LAPTOP CHARGER,13.0
30377,what bin is best suited for my plastic gloves ?,PLASTIC GLOVES,35.0
36894,Where do I throw a compostable bowl,PAPER BOWL,18.0
41545,Where does my rest of [food] go ?,PLASTIC PACKAGING,36.0
35309,Where do I put my asus charger ?,LAPTOP CHARGER,13.0
26316,Is there anyway I could get rid of a plastic crate ?,PLASTIC TRAY,42.0
22862,In which bin should I throw my oneplus phone ?,SMARTPHONE,16.0
31995,Where can I put a wood ustensils ?,WOODEN STICKS,48.0
20909,In which bin does my crush can go ?,ALUMINIUM CAN,0.0
38240,Where does my tea bags belong?,ORGANIC SCRAPS,17.0
4554,"Excuse me, can you help me ? I have to throw a n95 masks",FACE MASK,10.0
42840,Where should I put a party cup,PLASTIC CUP,32.0
35220,Where do I put a peroni glass bottle ?,GLASS BOTTLE,11.0
41742,Where does my rest of [food] go ?,WOODEN STICKS,48.0
35304,Where do I put a hp charger ?,LAPTOP CHARGER,13.0
965,Can I recycle my ldpe bag ?,PLASTIC BAG,28.0
12669,I have a canned beans to throw,ALUMINIUM CAN,0.0
26034,Is there anyway I could get rid of a ziplock bag ?,PLASTIC BAG,28.0
38025,Where does a pepsi glass bottle belong?,GLASS BOTTLE,11.0
25341,Is there anyway I could get rid of a condiment pouches ?,CONDIMENT PACKETS,6.0
33901,Where do I have to throw this laptop charger ?,LAPTOP CHARGER,13.0
40104,"Where does a plastic utensils (forks, spoons, knives) goes?",PLASTIC DISH,34.0
4187,"Excuse me, can you help me ? I have to throw my sprite can",ALUMINIUM CAN,0.0
34243,Where do I have to throw this paper plate ?,PAPER PLATE,22.0
20873,In what trash does my pack of rolls go ?,TOBACCO PACK,49.0
33292,Where can I throw this plastic sled ?,PLASTIC TRAY,42.0
41623,Where does my rest of [food] go ?,PLASTIC TRAY,42.0
31161,Where can I put a medication blister ?,MEDS BLISTER,14.0
12008,"I have [a/an] diaries, where do I throw it  ?",PAPER SHEET,23.0
10415,I have [a/an] meat and fish scraps,ORGANIC SCRAPS,17.0
6488,"Hey, I'm going to throw my apple phone charger",PHONE CHARGER,26.0
28037,Should I recycle my pall mall pack ?,CIGARETTE PACK,4.0
9151,"Hi trash, where should I discard this topolino (for children) ?",PAPER MAGASINE,20.0
37242,Where do I throw a evian plastic cap,PLASTIC CAP,31.0
27715,Open for my majestic plastic platter,PLASTIC TRAY,42.0
14464,"I have this unit-dose blister to throw, where should I put it ?",MEDS BLISTER,14.0
1592,Could I throw my gauloises pack in this trash ?,CIGARETTE PACK,4.0
14950,"I have this coca-cola plastic cap to throw, where should I put it ?",PLASTIC CAP,31.0
37246,Where do I throw this perrier plastic cap,PLASTIC CAP,31.0
13425,I have a biodegradable tray to throw,PAPER TRAY,25.0
35462,Where do I put my pasta ?,ORGANIC SCRAPS,17.0
21098,In which bin does my biodegradable packaging go ?,COMPOSTABLE PACKAGING,5.0
10643,I have [a/an] biodegradable tray,PAPER TRAY,25.0
6986,"Hey, in which trash does my canada dry can goes ? Thank you",ALUMINIUM CAN,0.0
25713,Is there anyway I could get rid of a nut shells ?,ORGANIC SCRAPS,17.0
37014,Where do I throw a sustainable packaging,PAPER PACKAGING,21.0
40802,Where does my rest of [food] go ?,GLASS BOTTLE,11.0
12723,I have a pall mall pack to throw,CIGARETTE PACK,4.0
27646,Open for my majestic paper cartons with plastic spouts,MIXED PAPER-PLASTIC PACKAGING,37.0
38495,Where does my renewable tray belong?,PAPER TRAY,25.0
6290,"Hey, I'm going to throw my takeaway cup",PAPER CUP,19.0
7518,"Hey, in which trash does a metal cap goes ? Thank you",METAL CAP,15.0
42392,Where should I put my pineapples,ORGANIC SCRAPS,17.0
9355,"Hi trash, where should I discard this aquafina plastic bottle ?",PLASTIC BOTTLE,29.0
17559,I wonder where I should throw a notebooks ?,PAPER SHEET,23.0
7391,"Hey, in which trash does my birra del borgo glass bottle goes ? Thank you",GLASS BOTTLE,11.0
23632,In which bin should I throw this wooden fork ?,WOODEN CUTLERY,47.0
26951,Open for my majestic lenovo charger,LAPTOP CHARGER,13.0
30537,what bin is best suited for a tea satchet ?,TEA BAG,44.0
5880,"Hey, I'm going to throw a oil packets",CONDIMENT PACKETS,6.0
11557,"I have [a/an] peroni glass bottle, where do I throw it  ?",GLASS BOTTLE,11.0
8351,"Hey, in which trash does my pack of rolled cigarettes goes ? Thank you",TOBACCO PACK,49.0
26808,Open for my majestic mercury-oxide battery,CYLINDRICAL BATTERY,9.0
5405,"Excuse me, can you help me ? I have to throw my paper food packaging",PAPER FOOD PACKAGING,39.0
22039,In which bin does this throwaway glove go ?,PLASTIC GLOVES,35.0
21121,In which bin does this earth-friendly packaging go ?,COMPOSTABLE PACKAGING,5.0
5727,"Hey, I'm going to throw a aluminium tray",ALUMINIUM TRAY,2.0
43509,Where to throw a silver-oxide battery ?,CYLINDRICAL BATTERY,9.0
9944,I have [a/an] gauloises pack,CIGARETTE PACK,4.0
9019,"Hi trash, where should I discard this bread and baked goods ?",ORGANIC SCRAPS,17.0
23808,Is a canned pasta recyclable ?,ALUMINIUM CAN,0.0
4163,"Excuse me, can you help me ? I don't know where to throw my tobacco pack",TOBACCO PACK,49.0
37235,Where do I throw my sprite plastic cap,PLASTIC CAP,31.0
5118,"Excuse me, can you help me ? I have to throw a lg phone charger",PHONE CHARGER,26.0
2170,Could I throw this donna moderna in this trash ?,PAPER MAGASINE,20.0
43502,Where to throw my nickel-cadmium battery ?,CYLINDRICAL BATTERY,9.0
20335,In what trash does this leaf of paper go ?,PAPER SHEET,23.0
20578,In what trash does this plastic mug go ?,PLASTIC CUP,32.0
7071,"Hey, in which trash does a leinenkugel's can goes ? Thank you",ALUMINIUM CAN,0.0
6035,"Hey, I'm going to throw my glass container",GLASS JAR,12.0
17943,I wonder where I should throw a paper wraps ?,PAPER FOOD PACKAGING,39.0
35128,Where do I put this tissues ?,CRUMBLED TISSUE,8.0
27466,Open for my majestic fanta plastic bottle,PLASTIC BOTTLE,29.0
15685,"I have this cloth masks, where should I throw it ?",FACE MASK,10.0
8941,"Hi trash, where should I discard this oneplus phone ?",SMARTPHONE,16.0
34858,Where do I put this menabrea can ?,ALUMINIUM CAN,0.0
16809,I wonder where I should throw a michelob ultra can ?,ALUMINIUM CAN,0.0
36189,Where do I put a pack of rolled cigarettes ?,TOBACCO PACK,49.0
28717,Should I recycle this books ?,PAPER SHEET,23.0
41959,Where should I put this gauloises pack,CIGARETTE PACK,4.0
36043,Where do I put this plastic sticks ?,PLASTIC STICKS,40.0
12463,"I have [a/an] tetrapack, where do I throw it  ?",TETRAPACK,45.0
31473,Where can I put a piece of paper ?,PAPER SHEET,23.0
40656,Where does my rest of [food] go ?,CONDIMENT PACKETS,6.0
32036,Where can I throw my mountain dew can ?,ALUMINIUM CAN,0.0
11508,"I have [a/an] cloth masks, where do I throw it  ?",FACE MASK,10.0
12032,"I have [a/an] fiber tray, where do I throw it  ?",PAPER TRAY,25.0
37193,Where do I throw my nestle plastic bottle,PLASTIC BOTTLE,29.0
39616,Where does this lemons goes?,ORGANIC SCRAPS,17.0
36544,Where do I throw this nickel-metal hydride battery,CYLINDRICAL BATTERY,9.0
27524,Open for my majestic plastic glass,PLASTIC CUP,32.0
4388,"Excuse me, can you help me ? I have to throw my vogue pack",CIGARETTE PACK,4.0
21202,In which bin does this tissue pieces go ?,CRUMBLED TISSUE,8.0
40029,Where does a perrier plastic cap goes?,PLASTIC CAP,31.0
12131,"I have [a/an] coca-cola plastic bottle, where do I throw it  ?",PLASTIC BOTTLE,29.0
16349,"I have my gatorade plastic cap, where should I throw it ?",PLASTIC CAP,31.0
18484,I want to throw this glass bottle,GLASS BOTTLE,11.0
43603,Where to throw this 7-up glass bottle ?,GLASS BOTTLE,11.0
30458,what bin is best suited for my cookie wrapper ?,PLASTIC SNACK PACKAGING,38.0
28507,Should I recycle this bread and baked goods ?,ORGANIC SCRAPS,17.0
421,Can I recycle this peroni glass bottle ?,GLASS BOTTLE,11.0
45903,I would like to throw a wooden fork,WOODEN CUTLERY,47.0
3595,"Excuse me, can you help me ? I don't know where to throw this pulp-based packaging",PAPER PACKAGING,21.0
2694,Could I throw a tea pocket in this trash ?,TEA BAG,44.0
12238,"I have [a/an] plastic knife, where do I throw it  ?",PLASTIC CUTLERY,33.0
2905,"Excuse me, can you help me ? I don't know where to throw this rockstar can",ALUMINIUM CAN,0.0
36721,Where do I throw this pill blister,MEDS BLISTER,14.0
11502,"I have [a/an] lithium-polymer battery, where do I throw it  ?",CYLINDRICAL BATTERY,9.0
24551,Is my paperboard tray recyclable ?,PAPER TRAY,25.0
30856,Where can I put this plant-based packaging ?,COMPOSTABLE PACKAGING,5.0
937,Can I recycle this oneplus phone charger ?,PHONE CHARGER,26.0
18345,I want to throw a organic packaging,COMPOSTABLE PACKAGING,5.0
40415,Where does my rest of [food] go ?,ALUMINIUM CAN,0.0
9030,"Hi trash, where should I discard a disposable bowl ?",PAPER BOWL,18.0
42548,Where should I put my la cucina italiana,PAPER MAGASINE,20.0
28421,Should I recycle my apple phone ?,SMARTPHONE,16.0
34205,Where do I have to throw my tu style ?,PAPER MAGASINE,20.0
34277,Where do I have to throw my journals ?,PAPER SHEET,23.0
22895,In which bin should I throw my oranges ?,ORGANIC SCRAPS,17.0
23357,In which bin should I throw my stadium cup ?,PLASTIC CUP,32.0
14375,"I have my mountain dew glass bottle to throw, where should I put it ?",GLASS BOTTLE,11.0
13184,I have my tea bags to throw,ORGANIC SCRAPS,17.0
27395,Open for my majestic sony phone charger,PHONE CHARGER,26.0
28917,Should I recycle a solo cup ?,PLASTIC CUP,32.0
39903,Where does a xiaomi phone charger goes?,PHONE CHARGER,26.0
34637,Where do I have to throw my paper food packaging ?,PAPER FOOD PACKAGING,39.0
12293,"I have [a/an] nitrile glove, where do I throw it  ?",PLASTIC GLOVES,35.0
27891,Should I recycle a ichnusa can ?,ALUMINIUM CAN,0.0
19525,In what trash does this minute maid can go ?,ALUMINIUM CAN,0.0
5804,"Hey, I'm going to throw my recyclable packaging",COMPOSTABLE PACKAGING,5.0
17382,I wonder where I should throw a disposable bowl ?,PAPER BOWL,18.0
8364,"Hi trash, where should I discard a fanta can ?",ALUMINIUM CAN,0.0
41801,Where should I put my beer can,ALUMINIUM CAN,0.0
35419,Where do I put this bananas ?,ORGANIC SCRAPS,17.0
39199,Where does this sustainable packaging goes?,COMPOSTABLE PACKAGING,5.0
4501,"Excuse me, can you help me ? I have to throw this tissue",CRUMBLED TISSUE,8.0
11883,"I have [a/an] pulp cup, where do I throw it  ?",PAPER CUP,19.0
34005,Where do I have to throw a motorola phone ?,SMARTPHONE,16.0
16684,"I have this wood ustensils, where should I throw it ?",WOODEN STICKS,48.0
15740,"I have my ichnusa glass bottle, where should I throw it ?",GLASS BOTTLE,11.0
37121,Where do I throw my xiaomi phone charger,PHONE CHARGER,26.0
42449,Where should I put my to-go bowl,PAPER BOWL,18.0
19279,I want to throw this plastic jars,PLASTIC PACKAGING,36.0
36543,Where do I throw a nickel-metal hydride battery,CYLINDRICAL BATTERY,9.0
43877,Where to throw my coffee cup ?,PAPER CUP,19.0
31255,Where can I put this pineapples ?,ORGANIC SCRAPS,17.0
23342,In which bin should I throw my disposable cup ?,PLASTIC CUP,32.0
23062,In which bin should I throw this casaviva ?,PAPER MAGASINE,20.0
36341,Where do I throw my canned sauce,ALUMINIUM CAN,0.0
38852,Where does my plastic platter belong?,PLASTIC TRAY,42.0
31009,Where can I put this respirators ?,FACE MASK,10.0
36955,Where do I throw this chi,PAPER MAGASINE,20.0
12826,I have this salt packets to throw,CONDIMENT PACKETS,6.0
34822,Where do I put this 7up can ?,ALUMINIUM CAN,0.0
23198,In which bin should I throw my huawei phone charger ?,PHONE CHARGER,26.0
36238,Where do I throw this peroni can,ALUMINIUM CAN,0.0
33668,Where do I have to throw my carbon-neutral packaging ?,COMPOSTABLE PACKAGING,5.0
2424,Could I throw a pepsi plastic cap in this trash ?,PLASTIC CAP,31.0
2131,Could I throw this recyclable cup in this trash ?,PAPER CUP,19.0
34105,Where do I have to throw this throwaway bowl ?,PAPER BOWL,18.0
29337,what bin is best suited for a michelob ultra can ?,ALUMINIUM CAN,0.0
28181,Should I recycle my alkaline battery ?,CYLINDRICAL BATTERY,9.0
27063,Open for my majestic apples,ORGANIC SCRAPS,17.0
23323,In which bin should I throw this evian plastic cap ?,PLASTIC CAP,31.0
36592,Where do I throw this san pellegrino glass bottle,GLASS BOTTLE,11.0
10711,I have [a/an] shopping bag,PLASTIC BAG,28.0
13808,I have my plastic tray liner to throw,PLASTIC TRAY,42.0
15212,"I have my check to throw, where should I put it ?",RECEIPT,43.0
44176,Where to throw this plastic bowl ?,PLASTIC BOWL,30.0
7012,"Hey, in which trash does this ichnusa can goes ? Thank you",ALUMINIUM CAN,0.0
39043,Where does this birrificio italiano can goes?,ALUMINIUM CAN,0.0
25024,Is this wooden fork recyclable ?,WOODEN CUTLERY,47.0
14155,"I have this recyclable packaging to throw, where should I put it ?",COMPOSTABLE PACKAGING,5.0
22016,In which bin does my plastic serving platters go ?,PLASTIC DISH,34.0
14808,"I have a cardboard tray to throw, where should I put it ?",PAPER TRAY,25.0
42041,Where should I put my spice packets,CONDIMENT PACKETS,6.0
26611,Open for my majestic cigarette butt,CIGARETTE BUTT,3.0
36837,Where do I throw a vegetable scraps,ORGANIC SCRAPS,17.0
503,Can I recycle my lenovo charger ?,LAPTOP CHARGER,13.0
19579,In what trash does this dos equis can go ?,ALUMINIUM CAN,0.0
30200,what bin is best suited for my shopping bag ?,PLASTIC BAG,28.0
7559,"Hey, in which trash does my motorola phone goes ? Thank you",SMARTPHONE,16.0
7988,"Hey, in which trash does my plastic cap goes ? Thank you",PLASTIC CAP,31.0
23788,Is this nos can recyclable ?,ALUMINIUM CAN,0.0
38233,Where does this eggshells belong?,ORGANIC SCRAPS,17.0
13361,I have my renewable packaging to throw,PAPER PACKAGING,21.0
23500,In which bin should I throw this paper food packaging ?,PAPER FOOD PACKAGING,39.0
30072,what bin is best suited for a sheet of paper ?,PAPER SHEET,23.0
27321,Open for my majestic ledgers,PAPER SHEET,23.0
8405,"Hi trash, where should I discard my ichnusa can ?",ALUMINIUM CAN,0.0
28406,Should I recycle my pepsi cap ?,METAL CAP,15.0
38502,Where does a apple phone charger belong?,PHONE CHARGER,26.0
34532,Where do I have to throw my plastic containers ?,PLASTIC DISH,34.0
8300,"Hey, in which trash does my train ticket goes ? Thank you",TRANSPORT TICKET,46.0
18949,I want to throw this page,PAPER SHEET,23.0
5338,"Excuse me, can you help me ? I have to throw this protective glove",PLASTIC GLOVES,35.0
6386,"Hey, I'm going to throw my recyclable packaging",PAPER PACKAGING,21.0
2099,Could I throw my fiber bowl in this trash ?,PAPER BOWL,18.0
15272,"I have my tramway ticket to throw, where should I put it ?",TRANSPORT TICKET,46.0
2706,Could I throw a tea packet in this trash ?,TEA BAG,44.0
21297,In which bin does a bitburger glass bottle go ?,GLASS BOTTLE,11.0
11866,"I have [a/an] hot cup, where do I throw it  ?",PAPER CUP,19.0
23444,In which bin should I throw my plastic bags ?,PLASTIC PACKAGING,36.0
10525,I have [a/an] focus,PAPER MAGASINE,20.0
45219,I would like to throw a paper bowl,PAPER BOWL,18.0
39348,Where does a cloth masks goes?,FACE MASK,10.0
5982,"Hey, I'm going to throw a corona glass bottle",GLASS BOTTLE,11.0
13567,I have this powerade plastic cap to throw,PLASTIC CAP,31.0
42388,Where should I put this mangoes,ORGANIC SCRAPS,17.0
34670,Where do I have to throw my plastic crate ?,PLASTIC TRAY,42.0
28009,Should I recycle this cigarette pack ?,CIGARETTE PACK,4.0
36802,Where do I throw this organic scraps,ORGANIC SCRAPS,17.0
2082,Could I throw a hot bowl in this trash ?,PAPER BOWL,18.0
5708,"Hey, I'm going to throw my canned fish ",ALUMINIUM CAN,0.0
11842,"I have [a/an] fiber bowl, where do I throw it  ?",PAPER BOWL,18.0
31915,Where can I put this check ?,RECEIPT,43.0
15425,"I have my leinenkugel's can, where should I throw it ?",ALUMINIUM CAN,0.0
27148,Open for my majestic recyclable bowl,PAPER BOWL,18.0
19124,I want to throw my plastic cap,PLASTIC CAP,31.0
44017,Where to throw this sketchbooks ?,PAPER SHEET,23.0
15616,"I have this sugar packets, where should I throw it ?",CONDIMENT PACKETS,6.0
20371,In what trash does this paper tray go ?,PAPER TRAY,25.0
21875,In which bin does my coca-cola plastic bottle go ?,PLASTIC BOTTLE,29.0
22249,In which bin does this wooden chopsticks go ?,WOODEN STICKS,48.0
19565,In what trash does my corona can go ?,ALUMINIUM CAN,0.0
15530,"I have my biodegradable packaging, where should I throw it ?",COMPOSTABLE PACKAGING,5.0
546,Can I recycle a bubble pack ?,MEDS BLISTER,14.0
34327,Where do I have to throw this apple phone charger ?,PHONE CHARGER,26.0
39804,Where does a biodegradable packaging goes?,PAPER PACKAGING,21.0
39755,Where does my donna moderna goes?,PAPER MAGASINE,20.0
35184,Where do I put a respirators ?,FACE MASK,10.0
26334,Is there anyway I could get rid of a plastic tray liner ?,PLASTIC TRAY,42.0
42598,Where should I put this paper sheet,PAPER SHEET,23.0
30928,Where can I put this sugar packets ?,CONDIMENT PACKETS,6.0
3844,"Excuse me, can you help me ? I don't know where to throw this san pellegrino plastic cap",PLASTIC CAP,31.0
24468,Is a cardboard packaging recyclable ?,PAPER PACKAGING,21.0
1020,Can I recycle a minute maid plastic bottle ?,PLASTIC BOTTLE,29.0
8769,"Hi trash, where should I discard a bitburger glass bottle ?",GLASS BOTTLE,11.0
22846,In which bin should I throw this nestea cap ?,METAL CAP,15.0
10094,I have [a/an] nickel-cadmium battery,CYLINDRICAL BATTERY,9.0
37902,Where does a crumbled tissue belong?,CRUMBLED TISSUE,8.0
11027,I have [a/an] receipt,RECEIPT,43.0
15175,"I have this plastic pallet to throw, where should I put it ?",PLASTIC TRAY,42.0
44933,I would like to throw my glass bottle,GLASS BOTTLE,11.0
3365,"Excuse me, can you help me ? I don't know where to throw my apple phone",SMARTPHONE,16.0
22546,In which bin should I throw this dressing packets ?,CONDIMENT PACKETS,6.0
14556,"I have a watermelons to throw, where should I put it ?",ORGANIC SCRAPS,17.0
7774,"Hey, in which trash does this paperboard packaging goes ? Thank you",PAPER PACKAGING,21.0
21707,In which bin does my eco-friendly packaging go ?,PAPER PACKAGING,21.0
